Type,OID,OID (bin),POS (BIN),POS,Diff
,???,,0111000011101001,28905,
,???,,0111000011101010,28906,
,???,,0111000011101011,28907,
,???,,0111000011101100,28908,
,???,,0111000011101101,28909,
,???,,0111000011101110,28910,
,???,,0111000011101111,28911,
,???,,0111000011110000,28912,
,???,,0111000011110001,28913,
,???,,0111000011110010,28914,
,???,,0111000011110011,28915,
,???,,0111000011110100,28916,
,???,,0111000011110101,28917,
,???,,0111000011110110,28918,
,???,,0111000011110111,28919,
,???,,0111000011111000,28920,
,???,,0111000011111001,28921,
,???,,0111000011111010,28922,
,???,,0111000011111011,28923,
,???,,0111000011111100,28924,
,???,,0111000011111101,28925,
,???,,0111000011111110,28926,
,???,,0111000011111111,28927,
,???,,0111000100000000,28928,
,???,,0111000100000001,28929,
,???,,0111000100000010,28930,
,???,,0111000100000011,28931,
,???,,0111000100000100,28932,
,???,,0111000100000101,28933,
,???,,0111000100000110,28934,
,???,,0111000100000111,28935,
,???,,0111000100001000,28936,
,???,,0111000100001001,28937,
,???,,0111000100001010,28938,
,???,,0111000100001011,28939,
,???,,0111000100001100,28940,
,???,,0111000100001101,28941,
,???,,0111000100001110,28942,
,???,,0111000100001111,28943,
,???,,0111000100010000,28944,
,???,,0111000100010001,28945,
,???,,0111000100010010,28946,
,???,,0111000100010011,28947,
,???,,0111000100010100,28948,
,???,,0111000100010101,28949,
,???,,0111000100010110,28950,
,???,,0111000100010111,28951,
,???,,0111000100011000,28952,
,???,,0111000100011001,28953,
,???,,0111000100011010,28954,
,???,,0111000100011011,28955,
,???,,0111000100011100,28956,
,???,,0111000100011101,28957,
,???,,0111000100011110,28958,
,???,,0111000100011111,28959,
,???,,0111000100100000,28960,
,???,,0111000100100001,28961,
,???,,0111000100100010,28962,
,???,,0111000100100011,28963,
,???,,0111000100100100,28964,
,???,,0111000100100101,28965,
,???,,0111000100100110,28966,
,???,,0111000100100111,28967,
,???,,0111000100101000,28968,
,???,,0111000100101001,28969,
,???,,0111000100101010,28970,
,???,,0111000100101011,28971,
,???,,0111000100101100,28972,
,???,,0111000100101101,28973,
,???,,0111000100101110,28974,
,???,,0111000100101111,28975,
,???,,0111000100110000,28976,
,???,,0111000100110001,28977,
,???,,0111000100110010,28978,
,???,,0111000100110011,28979,
,???,,0111000100110100,28980,
,???,,0111000100110101,28981,
,???,,0111000100110110,28982,
,???,,0111000100110111,28983,
,???,,0111000100111000,28984,
,???,,0111000100111001,28985,
,???,,0111000100111010,28986,
,???,,0111000100111011,28987,
,???,,0111000100111100,28988,
,???,,0111000100111101,28989,
,???,,0111000100111110,28990,
,???,,0111000100111111,28991,
,???,,0111000101000000,28992,
,???,,0111000101000001,28993,
,???,,0111000101000010,28994,
,???,,0111000101000011,28995,
,???,,0111000101000100,28996,
,???,,0111000101000101,28997,
,???,,0111000101000110,28998,
,???,,0111000101000111,28999,
,???,,0111000101001000,29000,
,???,,0111000101001001,29001,
,???,,0111000101001010,29002,
,???,,0111000101001011,29003,
,???,,0111000101001100,29004,
,???,,0111000101001101,29005,
,???,,0111000101001110,29006,
,???,,0111000101001111,29007,
,???,,0111000101010000,29008,
,???,,0111000101010001,29009,
,???,,0111000101010010,29010,
,???,,0111000101010011,29011,
,???,,0111000101010100,29012,
,???,,0111000101010101,29013,
,???,,0111000101010110,29014,
,???,,0111000101010111,29015,
,???,,0111000101011000,29016,
,???,,0111000101011001,29017,
,???,,0111000101011010,29018,
,???,,0111000101011011,29019,
,???,,0111000101011100,29020,
,???,,0111000101011101,29021,
,???,,0111000101011110,29022,
,???,,0111000101011111,29023,
,???,,0111000101100000,29024,
,???,,0111000101100001,29025,
,???,,0111000101100010,29026,
,???,,0111000101100011,29027,
,???,,0111000101100100,29028,
,???,,0111000101100101,29029,
,???,,0111000101100110,29030,
,???,,0111000101100111,29031,
,???,,0111000101101000,29032,
,???,,0111000101101001,29033,
,???,,0111000101101010,29034,
,???,,0111000101101011,29035,
,???,,0111000101101100,29036,
,???,,0111000101101101,29037,
,???,,0111000101101110,29038,
,???,,0111000101101111,29039,
,???,,0111000101110000,29040,
,???,,0111000101110001,29041,
,???,,0111000101110010,29042,
,???,,0111000101110011,29043,
,???,,0111000101110100,29044,
,???,,0111000101110101,29045,
,???,,0111000101110110,29046,
,???,,0111000101110111,29047,
,???,,0111000101111000,29048,
,???,,0111000101111001,29049,
,???,,0111000101111010,29050,
,???,,0111000101111011,29051,
,???,,0111000101111100,29052,
,???,,0111000101111101,29053,
,???,,0111000101111110,29054,
,???,,0111000101111111,29055,
,???,,0111000110000000,29056,
,???,,0111000110000001,29057,
,???,,0111000110000010,29058,
,???,,0111000110000011,29059,
,???,,0111000110000100,29060,
,???,,0111000110000101,29061,
,???,,0111000110000110,29062,
,???,,0111000110000111,29063,
,???,,0111000110001000,29064,
,???,,0111000110001001,29065,
,???,,0111000110001010,29066,
,???,,0111000110001011,29067,
,???,,0111000110001100,29068,
,???,,0111000110001101,29069,
,???,,0111000110001110,29070,
,???,,0111000110001111,29071,
,???,,0111000110010000,29072,
,???,,0111000110010001,29073,
,???,,0111000110010010,29074,
,???,,0111000110010011,29075,
,???,,0111000110010100,29076,
,???,,0111000110010101,29077,
,???,,0111000110010110,29078,
,???,,0111000110010111,29079,
,???,,0111000110011000,29080,
,???,,0111000110011001,29081,
,???,,0111000110011010,29082,
,???,,0111000110011011,29083,
,???,,0111000110011100,29084,
,???,,0111000110011101,29085,
,???,,0111000110011110,29086,
,???,,0111000110011111,29087,
,???,,0111000110100000,29088,
,???,,0111000110100001,29089,
,???,,0111000110100010,29090,
,???,,0111000110100011,29091,
,???,,0111000110100100,29092,
,???,,0111000110100101,29093,
,???,,0111000110100110,29094,
,???,,0111000110100111,29095,
,???,,0111000110101000,29096,
,???,,0111000110101001,29097,
,???,,0111000110101010,29098,
,???,,0111000110101011,29099,
,???,,0111000110101100,29100,
,???,,0111000110101101,29101,
,???,,0111000110101110,29102,
,???,,0111000110101111,29103,
,???,,0111000110110000,29104,
,???,,0111000110110001,29105,
,???,,0111000110110010,29106,
,???,,0111000110110011,29107,
,???,,0111000110110100,29108,
,???,,0111000110110101,29109,
,???,,0111000110110110,29110,
,???,,0111000110110111,29111,
,???,,0111000110111000,29112,
,???,,0111000110111001,29113,
,???,,0111000110111010,29114,
,???,,0111000110111011,29115,
,???,,0111000110111100,29116,
,???,,0111000110111101,29117,
,???,,0111000110111110,29118,
,???,,0111000110111111,29119,
,???,,0111000111000000,29120,
,???,,0111000111000001,29121,
,???,,0111000111000010,29122,
,???,,0111000111000011,29123,
,???,,0111000111000100,29124,
,???,,0111000111000101,29125,
,???,,0111000111000110,29126,
,???,,0111000111000111,29127,
,???,,0111000111001000,29128,
,???,,0111000111001001,29129,
,???,,0111000111001010,29130,
,???,,0111000111001011,29131,
,???,,0111000111001100,29132,
,???,,0111000111001101,29133,
,???,,0111000111001110,29134,
,???,,0111000111001111,29135,
,???,,0111000111010000,29136,
,???,,0111000111010001,29137,
,???,,0111000111010010,29138,
,???,,0111000111010011,29139,
,???,,0111000111010100,29140,
,???,,0111000111010101,29141,
,???,,0111000111010110,29142,
,???,,0111000111010111,29143,
,???,,0111000111011000,29144,
,???,,0111000111011001,29145,
,???,,0111000111011010,29146,
,???,,0111000111011011,29147,
,???,,0111000111011100,29148,
,???,,0111000111011101,29149,
,???,,0111000111011110,29150,
,???,,0111000111011111,29151,
,???,,0111000111100000,29152,
,???,,0111000111100001,29153,
,???,,0111000111100010,29154,
,???,,0111000111100011,29155,
,???,,0111000111100100,29156,
,???,,0111000111100101,29157,
,???,,0111000111100110,29158,
,???,,0111000111100111,29159,
,???,,0111000111101000,29160,
,???,,0111000111101001,29161,
,???,,0111000111101010,29162,
,???,,0111000111101011,29163,
,???,,0111000111101100,29164,
,???,,0111000111101101,29165,
,???,,0111000111101110,29166,
,???,,0111000111101111,29167,
,???,,0111000111110000,29168,
,???,,0111000111110001,29169,
,???,,0111000111110010,29170,
,???,,0111000111110011,29171,
,???,,0111000111110100,29172,
,???,,0111000111110101,29173,
,???,,0111000111110110,29174,
,???,,0111000111110111,29175,
,???,,0111000111111000,29176,
,???,,0111000111111001,29177,
,???,,0111000111111010,29178,
,???,,0111000111111011,29179,
,???,,0111000111111100,29180,
,???,,0111000111111101,29181,
,???,,0111000111111110,29182,
,???,,0111000111111111,29183,
,???,,0111001000000000,29184,
,???,,0111001000000001,29185,
,???,,0111001000000010,29186,
,???,,0111001000000011,29187,
,???,,0111001000000100,29188,
,???,,0111001000000101,29189,
,???,,0111001000000110,29190,
,???,,0111001000000111,29191,
,???,,0111001000001000,29192,
,???,,0111001000001001,29193,
,???,,0111001000001010,29194,
,???,,0111001000001011,29195,
,???,,0111001000001100,29196,
,???,,0111001000001101,29197,
,???,,0111001000001110,29198,
,???,,0111001000001111,29199,
,???,,0111001000010000,29200,
,???,,0111001000010001,29201,
,???,,0111001000010010,29202,
,???,,0111001000010011,29203,
,???,,0111001000010100,29204,
,???,,0111001000010101,29205,
,???,,0111001000010110,29206,
,???,,0111001000010111,29207,
,???,,0111001000011000,29208,
,???,,0111001000011001,29209,
,???,,0111001000011010,29210,
,???,,0111001000011011,29211,
,???,,0111001000011100,29212,
,???,,0111001000011101,29213,
,???,,0111001000011110,29214,
,???,,0111001000011111,29215,
,???,,0111001000100000,29216,
,???,,0111001000100001,29217,
,???,,0111001000100010,29218,
,???,,0111001000100011,29219,
,???,,0111001000100100,29220,
,???,,0111001000100101,29221,
,???,,0111001000100110,29222,
,???,,0111001000100111,29223,
,???,,0111001000101000,29224,
,???,,0111001000101001,29225,
,???,,0111001000101010,29226,
,???,,0111001000101011,29227,
,???,,0111001000101100,29228,
,???,,0111001000101101,29229,
,???,,0111001000101110,29230,
,???,,0111001000101111,29231,
,???,,0111001000110000,29232,
,???,,0111001000110001,29233,
,???,,0111001000110010,29234,
,???,,0111001000110011,29235,
,???,,0111001000110100,29236,
,???,,0111001000110101,29237,
,???,,0111001000110110,29238,
,???,,0111001000110111,29239,
,???,,0111001000111000,29240,
,???,,0111001000111001,29241,
,???,,0111001000111010,29242,
,???,,0111001000111011,29243,
,???,,0111001000111100,29244,
,???,,0111001000111101,29245,
,???,,0111001000111110,29246,
,???,,0111001000111111,29247,
,???,,0111001001000000,29248,
,???,,0111001001000001,29249,
,???,,0111001001000010,29250,
,???,,0111001001000011,29251,
,???,,0111001001000100,29252,
,???,,0111001001000101,29253,
,???,,0111001001000110,29254,
,???,,0111001001000111,29255,
,???,,0111001001001000,29256,
,???,,0111001001001001,29257,
,???,,0111001001001010,29258,
,???,,0111001001001011,29259,
,???,,0111001001001100,29260,
,???,,0111001001001101,29261,
,???,,0111001001001110,29262,
,???,,0111001001001111,29263,
,???,,0111001001010000,29264,
,???,,0111001001010001,29265,
,???,,0111001001010010,29266,
,???,,0111001001010011,29267,
,???,,0111001001010100,29268,
,???,,0111001001010101,29269,
,???,,0111001001010110,29270,
,???,,0111001001010111,29271,
,???,,0111001001011000,29272,
,???,,0111001001011001,29273,
,???,,0111001001011010,29274,
,???,,0111001001011011,29275,
,???,,0111001001011100,29276,
,???,,0111001001011101,29277,
,???,,0111001001011110,29278,
,???,,0111001001011111,29279,
,???,,0111001001100000,29280,
,???,,0111001001100001,29281,
,???,,0111001001100010,29282,
,???,,0111001001100011,29283,
,???,,0111001001100100,29284,
,???,,0111001001100101,29285,
,???,,0111001001100110,29286,
,???,,0111001001100111,29287,
,???,,0111001001101000,29288,
,???,,0111001001101001,29289,
,???,,0111001001101010,29290,
,???,,0111001001101011,29291,
,???,,0111001001101100,29292,
,???,,0111001001101101,29293,
,???,,0111001001101110,29294,
,???,,0111001001101111,29295,
,???,,0111001001110000,29296,
,???,,0111001001110001,29297,
,???,,0111001001110010,29298,
,???,,0111001001110011,29299,
,???,,0111001001110100,29300,
,???,,0111001001110101,29301,
,???,,0111001001110110,29302,
,???,,0111001001110111,29303,
,???,,0111001001111000,29304,
,???,,0111001001111001,29305,
,???,,0111001001111010,29306,
,???,,0111001001111011,29307,
,???,,0111001001111100,29308,
,???,,0111001001111101,29309,
,???,,0111001001111110,29310,
,???,,0111001001111111,29311,
,???,,0111001010000000,29312,
,???,,0111001010000001,29313,
,???,,0111001010000010,29314,
,???,,0111001010000011,29315,
,???,,0111001010000100,29316,
,???,,0111001010000101,29317,
,???,,0111001010000110,29318,
,???,,0111001010000111,29319,
,???,,0111001010001000,29320,
,???,,0111001010001001,29321,
,???,,0111001010001010,29322,
,???,,0111001010001011,29323,
,???,,0111001010001100,29324,
,???,,0111001010001101,29325,
,???,,0111001010001110,29326,
,???,,0111001010001111,29327,
,???,,0111001010010000,29328,
,???,,0111001010010001,29329,
,???,,0111001010010010,29330,
,???,,0111001010010011,29331,
,???,,0111001010010100,29332,
,???,,0111001010010101,29333,
,???,,0111001010010110,29334,
,???,,0111001010010111,29335,
,???,,0111001010011000,29336,
,???,,0111001010011001,29337,
,???,,0111001010011010,29338,
,???,,0111001010011011,29339,
,???,,0111001010011100,29340,
,???,,0111001010011101,29341,
,???,,0111001010011110,29342,
,???,,0111001010011111,29343,
,???,,0111001010100000,29344,
,???,,0111001010100001,29345,
,???,,0111001010100010,29346,
,???,,0111001010100011,29347,
,???,,0111001010100100,29348,
,???,,0111001010100101,29349,
,???,,0111001010100110,29350,
,???,,0111001010100111,29351,
,???,,0111001010101000,29352,
,???,,0111001010101001,29353,
,???,,0111001010101010,29354,
,???,,0111001010101011,29355,
,???,,0111001010101100,29356,
,???,,0111001010101101,29357,
,???,,0111001010101110,29358,
,???,,0111001010101111,29359,
,???,,0111001010110000,29360,
,???,,0111001010110001,29361,
,???,,0111001010110010,29362,
,???,,0111001010110011,29363,
,???,,0111001010110100,29364,
,???,,0111001010110101,29365,
,???,,0111001010110110,29366,
,???,,0111001010110111,29367,
,???,,0111001010111000,29368,
,???,,0111001010111001,29369,
,???,,0111001010111010,29370,
,???,,0111001010111011,29371,
,???,,0111001010111100,29372,
,???,,0111001010111101,29373,
,???,,0111001010111110,29374,
,???,,0111001010111111,29375,
,???,,0111001011000000,29376,
,???,,0111001011000001,29377,
,???,,0111001011000010,29378,
,???,,0111001011000011,29379,
,???,,0111001011000100,29380,
,???,,0111001011000101,29381,
,???,,0111001011000110,29382,
,???,,0111001011000111,29383,
,???,,0111001011001000,29384,
,???,,0111001011001001,29385,
,???,,0111001011001010,29386,
,???,,0111001011001011,29387,
,???,,0111001011001100,29388,
,???,,0111001011001101,29389,
,???,,0111001011001110,29390,
,???,,0111001011001111,29391,
,???,,0111001011010000,29392,
,???,,0111001011010001,29393,
,???,,0111001011010010,29394,
,???,,0111001011010011,29395,
,???,,0111001011010100,29396,
,???,,0111001011010101,29397,
,???,,0111001011010110,29398,
,???,,0111001011010111,29399,
,???,,0111001011011000,29400,
,???,,0111001011011001,29401,
,???,,0111001011011010,29402,
,???,,0111001011011011,29403,
,???,,0111001011011100,29404,
,???,,0111001011011101,29405,
,???,,0111001011011110,29406,
,???,,0111001011011111,29407,
,???,,0111001011100000,29408,
,???,,0111001011100001,29409,
,???,,0111001011100010,29410,
,???,,0111001011100011,29411,
,???,,0111001011100100,29412,
,???,,0111001011100101,29413,
,???,,0111001011100110,29414,
,???,,0111001011100111,29415,
,???,,0111001011101000,29416,
,???,,0111001011101001,29417,
,???,,0111001011101010,29418,
,???,,0111001011101011,29419,
,???,,0111001011101100,29420,
,???,,0111001011101101,29421,
,???,,0111001011101110,29422,
,???,,0111001011101111,29423,
,???,,0111001011110000,29424,
,???,,0111001011110001,29425,
,???,,0111001011110010,29426,
,???,,0111001011110011,29427,
,???,,0111001011110100,29428,
,???,,0111001011110101,29429,
,???,,0111001011110110,29430,
,???,,0111001011110111,29431,
,???,,0111001011111000,29432,
,???,,0111001011111001,29433,
,???,,0111001011111010,29434,
,???,,0111001011111011,29435,
,???,,0111001011111100,29436,
,???,,0111001011111101,29437,
,???,,0111001011111110,29438,
,???,,0111001011111111,29439,
,???,,0111001100000000,29440,
,???,,0111001100000001,29441,
,???,,0111001100000010,29442,
,???,,0111001100000011,29443,
,???,,0111001100000100,29444,
,???,,0111001100000101,29445,
,???,,0111001100000110,29446,
,???,,0111001100000111,29447,
,???,,0111001100001000,29448,
,???,,0111001100001001,29449,
,???,,0111001100001010,29450,
,???,,0111001100001011,29451,
,???,,0111001100001100,29452,
,???,,0111001100001101,29453,
,???,,0111001100001110,29454,
,???,,0111001100001111,29455,
,???,,0111001100010000,29456,
,???,,0111001100010001,29457,
,???,,0111001100010010,29458,
,???,,0111001100010011,29459,
,???,,0111001100010100,29460,
,???,,0111001100010101,29461,
,???,,0111001100010110,29462,
,???,,0111001100010111,29463,
,???,,0111001100011000,29464,
,???,,0111001100011001,29465,
,???,,0111001100011010,29466,
,???,,0111001100011011,29467,
,???,,0111001100011100,29468,
,???,,0111001100011101,29469,
,???,,0111001100011110,29470,
,???,,0111001100011111,29471,
,???,,0111001100100000,29472,
,???,,0111001100100001,29473,
